CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_Score,RFM_Segment
13208,59,148,1217.65,2,3,3,8,233
13209,30,321,5891.61,2,3,3,8,233
13210,94,22,353.48,1,1,1,3,111
13211,10,55,1095.42,3,2,2,7,322
13212,20,141,786.83,3,3,2,8,332
13213,57,90,1520.58,2,3,3,8,233
13216,268,5,333.74,1,1,1,3,111
13217,122,4,533.98,1,1,2,4,112
13218,127,5,62.64,1,1,1,3,111
13220,78,21,819.29,2,1,2,5,212
13221,240,66,847.41,1,2,2,5,122
13223,200,5,163.2,1,1,1,3,111
13224,60,108,2155.95,2,3,3,8,233
13225,3,32,6463.84,3,2,3,8,323
13226,273,16,108.21,1,1,1,3,111
13227,202,9,257.7,1,1,1,3,111
13228,81,2,358,2,1,1,4,211
13229,226,10,160.95,1,1,1,3,111
13230,4,587,2755.63,3,3,3,9,333
13232,13,202,1328.35,3,3,3,9,333
13233,74,43,605.12,2,2,2,6,222
13235,212,58,1031.07,1,2,2,5,122
13236,25,36,744.85,3,2,2,7,322
13238,17,31,700.73,3,2,2,7,322
13239,262,21,329.56,1,1,1,3,111
13240,96,67,663.65,1,2,2,5,122
13242,112,13,270.4,1,1,1,3,111
13243,203,57,585.12,1,2,2,5,122
13244,93,27,121.74,1,2,1,4,121
13245,51,16,430.5,2,1,2,5,212
13246,18,136,1961.52,3,3,3,9,333
13247,18,25,501.12,3,2,2,7,322
13248,125,26,465.68,1,2,2,5,122
13249,92,23,711.41,1,1,2,4,112
13253,157,36,1030.4,1,2,2,5,122
13255,9,13,399.51,3,1,2,6,312
13258,12,36,672.83,3,2,2,7,322
13259,62,81,283.18,2,3,1,6,231
13260,61,8,557.62,2,1,2,5,212
13261,269,9,944.1,1,1,2,4,112
13262,263,11,200.29,1,1,1,3,111
13263,1,1667,7436.93,3,3,3,9,333
13265,53,90,2092.66,2,3,3,8,233
13266,11,187,3834.26,3,3,3,9,333
13267,3,211,4521.49,3,3,3,9,333
13268,18,433,3174.75,3,3,3,9,333
13269,1,315,5343.28,3,3,3,9,333
13270,366,1,590,1,1,2,4,112
13271,37,87,211.49,2,3,1,6,231
13272,31,15,276.56,2,1,1,4,211
13273,113,16,138.98,1,1,1,3,111
13276,64,30,590.93,2,2,2,6,222
13277,16,8,258.4,3,1,1,5,311
13278,41,46,542.73,2,2,2,6,222
13279,78,9,137.75,2,1,1,4,211
13280,122,82,798.46,1,3,2,6,132
13282,18,37,1132.14,3,2,2,7,322
13283,60,7,93.66,2,1,1,4,211
13284,331,13,201.19,1,1,1,3,111
13285,23,187,2709.12,3,3,3,9,333
13291,156,42,361.11,1,2,1,4,121
13292,39,31,578.94,2,2,2,6,222
13294,190,54,873.74,1,2,2,5,122
13295,360,10,201.2,1,1,1,3,111
13296,137,5,87.4,1,1,1,3,111
13297,8,59,2089.85,3,2,3,8,323
13298,1,2,360,3,1,1,5,311
13299,268,5,142.5,1,1,1,3,111
13300,169,20,371.89,1,1,1,3,111
13301,104,81,618.09,1,3,2,6,132
13302,155,1,63.75,1,1,1,3,111
13304,351,21,300.42,1,1,1,3,111
13305,4,81,2000.86,3,3,3,9,333
13307,120,1,15,1,1,1,3,111
13308,23,54,1385.51,3,2,3,8,323
13309,7,107,1456.79,3,3,3,9,333
13310,28,72,1132.03,2,2,2,6,222
13311,4,26,598.57,3,2,2,7,322
13313,22,78,1555.32,3,3,3,9,333
13314,2,62,775.94,3,2,2,7,322
13316,37,86,5732.93,2,3,3,8,233
13317,66,124,2273.68,2,3,3,8,233
13318,1,20,640.76,3,1,2,6,312
13319,5,476,10845.55,3,3,3,9,333
13320,78,105,1532.2,2,3,3,8,233
13321,72,11,567.36,2,1,2,5,212
13322,17,25,199.48,3,2,1,6,321
13323,3,21,787.85,3,1,2,6,312
13324,36,75,7121.95,2,3,3,8,233
13325,82,12,675.3,2,1,2,5,212
13327,39,108,3627.77,2,3,3,8,233
13328,316,17,1308.48,1,1,3,5,113
13329,32,17,789,2,1,2,5,212
13330,93,53,1140.93,1,2,2,5,122
13332,14,21,350.9,3,1,1,5,311
13334,82,265,3502.32,2,3,3,8,233
13336,77,51,795.12,2,2,2,6,222
13338,158,19,487.02,1,1,2,4,112
13339,201,54,860.12,1,2,2,5,122
13340,45,134,10736.48,2,3,3,8,233
13341,261,42,775.85,1,2,2,5,122
13343,178,19,353.43,1,1,1,3,111
13344,68,116,2511.69,2,3,3,8,233
13345,288,20,389.5,1,1,2,4,112
13347,70,8,341.36,2,1,1,4,211
13348,64,14,233.76,2,1,1,4,211
13349,11,16,247.32,3,1,1,5,311
13350,16,40,979.12,3,2,2,7,322
13351,66,16,373.94,2,1,1,4,211
13352,60,24,397.98,2,2,2,6,222
13354,71,51,743.53,2,2,2,6,222
13355,122,32,674.7,1,2,2,5,122
13356,80,42,768.24,2,2,2,6,222
13357,257,89,609.4,1,3,2,6,132
13358,269,29,439.03,1,2,2,5,122
13359,64,23,439.56,2,1,2,5,212
13362,9,166,3090.74,3,3,3,9,333
13363,18,60,992.5,3,2,2,7,322
13364,71,10,134.96,2,1,1,4,211
13365,34,128,2225.37,2,3,3,8,233
13366,50,1,56.16,2,1,1,4,211
13368,257,29,623.4,1,2,2,5,122
13369,366,14,308.28,1,1,1,3,111
13370,372,39,754.87,1,2,2,5,122
13372,90,23,378.64,2,1,1,4,211
13373,61,158,3312.25,2,3,3,8,233
13375,89,37,778.65,2,2,2,6,222
13376,99,53,1019.76,1,2,2,5,122
13379,26,97,572.56,2,3,2,7,232
13381,32,172,3639.31,2,3,3,8,233
13382,281,15,222.99,1,1,1,3,111
13384,31,152,4151.93,2,3,3,8,233
13385,330,35,534.57,1,2,2,5,122
13388,131,35,677.1,1,2,2,5,122
13389,11,51,797.96,3,2,2,7,322
13390,75,13,544.08,2,1,2,5,212
13391,204,1,59.8,1,1,1,3,111
13394,2,155,2520.02,3,3,3,9,333
13395,185,21,307.72,1,1,1,3,111
13396,29,43,1360.99,2,2,3,7,223
13397,73,38,1544.13,2,2,3,7,223
13398,192,26,457.34,1,2,2,5,122
13402,127,39,621.23,1,2,2,5,122
13403,18,3,75,3,1,1,5,311
13404,1,11,252.49,3,1,1,5,311
13405,74,27,572.451,2,2,2,6,222
13408,2,478,28117.04,3,3,3,9,333
13410,24,28,1003.06,3,2,2,7,322
13411,107,18,213.55,1,1,1,3,111
13414,134,24,1390.5,1,2,3,6,123
13416,44,19,712.5,2,1,2,5,212
13417,5,28,640.83,3,2,2,7,322
13418,12,304,6127.43,3,3,3,9,333
13419,64,16,221.06,2,1,1,4,211
13420,150,8,159.85,1,1,1,3,111
13421,40,102,1833.71,2,3,3,8,233
13422,64,127,2626.3,2,3,3,8,233
13425,108,78,1624.21,1,3,3,7,133
13426,1,157,3641.32,3,3,3,9,333
13427,19,29,582.6,3,2,2,7,322
13428,10,71,201.78,3,2,1,6,321
13429,11,67,1006.8,3,2,2,7,322
13430,19,49,679.45,3,2,2,7,322
13431,67,46,1269.1,2,2,3,7,223
13434,74,10,534.24,2,1,2,5,212
13435,5,101,3809.89,3,3,3,9,333
13436,2,12,196.89,3,1,1,5,311
13437,14,167,3408.06,3,3,3,9,333
13439,255,54,283.71,1,2,1,4,121
13441,92,13,296.64,1,1,1,3,111
13447,23,59,1129.14,3,2,2,7,322
13448,17,194,3534.69,3,3,3,9,333
13449,24,19,291.88,3,1,1,5,311
13450,27,71,2043.72,2,2,3,7,223
13451,26,433,2898.26,2,3,3,8,233
13452,259,2,590,1,1,2,4,112
13453,166,17,356.98,1,1,1,3,111
13455,25,46,1058.34,3,2,2,7,322
13456,18,63,1766.72,3,2,3,8,323
13458,7,382,9646.57,3,3,3,9,333
13460,29,17,183.44,2,1,1,4,211
13461,39,27,1445,2,2,3,7,223
13462,253,9,151.5,1,1,1,3,111
13464,58,41,674.68,2,2,2,6,222
13466,184,17,307.9,1,1,1,3,111
13467,11,98,1071.91,3,3,2,8,332
13468,2,302,5704.97,3,3,3,9,333
13470,99,10,165,1,1,1,3,111
13471,1,254,2501.84,3,3,3,9,333
13473,61,21,422.64,2,1,2,5,212
13474,236,62,226.84,1,2,1,4,121
13475,191,86,1431.78,1,3,3,7,133
13476,179,58,1238.47,1,2,3,6,123
13477,38,79,1454.58,2,3,3,8,233
13479,201,15,300.95,1,1,1,3,111
13481,46,109,1804.56,2,3,3,8,233
13482,232,11,184.64,1,1,1,3,111
13483,66,10,140.34,2,1,1,4,211
13484,241,8,313.8,1,1,1,3,111
13485,233,23,454.24,1,1,2,4,112
13486,78,69,1122.41,2,2,2,6,222
13487,58,34,575.4,2,2,2,6,222
13488,17,422,8968.31,3,3,3,9,333
13489,105,14,449.52,1,1,2,4,112
13491,52,86,1215.82,2,3,3,8,233
13492,136,50,1269.84,1,2,3,6,123
13493,275,8,618.63,1,1,2,4,112
13494,312,18,316.26,1,1,1,3,111
13495,8,48,2044.87,3,2,3,8,323
13496,11,35,653.33,3,2,2,7,322
13497,283,19,348.05,1,1,1,3,111
13499,18,42,1159.11,3,2,2,7,322
13500,23,65,1166.77,3,2,2,7,322
13501,288,52,1340.32,1,2,3,6,123
13502,17,18,292,3,1,1,5,311
13503,71,17,216.85,2,1,1,4,211
13504,64,22,295.93,2,1,1,4,211
13505,73,215,4393.63,2,3,3,8,233
13506,316,26,458.52,1,2,2,5,122
13507,3,162,2479.16,3,3,3,9,333
13508,244,12,110.97,1,1,1,3,111
13509,9,44,979.72,3,2,2,7,322
13510,1,115,1791.56,3,3,3,9,333
13512,261,15,251.21,1,1,1,3,111
13513,127,10,205.1,1,1,1,3,111
13514,74,4,152.2,2,1,1,4,211
13515,73,59,891.12,2,2,2,6,222
13516,21,44,1389.41,3,2,3,8,323
13517,60,141,2128.42,2,3,3,8,233
13518,86,36,627.16,2,2,2,6,222
13519,78,8,122.75,2,1,1,4,211
13520,59,93,3624.35,2,3,3,8,233
13521,1,418,1071.73,3,3,2,8,332
13522,30,5,125.8,2,1,1,4,211
13523,33,172,3964.88,2,3,3,8,233
13524,41,27,680.18,2,2,2,6,222
13525,15,6,628.78,3,1,2,6,312
13527,34,217,2242.36,2,3,3,8,233
13529,79,15,307.76,2,1,1,4,211
13531,205,22,483.8,1,1,2,4,112
13532,34,66,210.31,2,2,1,5,221
13533,183,75,269.09,1,3,1,5,131
13534,2,296,5870.08,3,3,3,9,333
13536,1,178,3444.39,3,3,3,9,333
13538,43,25,1280.85,2,2,3,7,223
13539,86,37,631.34,2,2,2,6,222
13544,40,78,276.06,2,3,1,6,231
13546,12,97,621.09,3,3,2,8,332
13548,96,123,678.16,1,3,2,6,132
13549,26,51,918.2,2,2,2,6,222
13551,319,4,91.8,1,1,1,3,111
13552,66,109,3740.07,2,3,3,8,233
13555,74,135,4098.88,2,3,3,8,233
13557,28,34,584.06,2,2,2,6,222
13558,6,169,594.52,3,3,2,8,332
13560,7,32,171.42,3,2,1,6,321
13561,216,14,141.86,1,1,1,3,111
13562,82,82,1799.33,2,3,3,8,233
13563,84,49,777.53,2,2,2,6,222
13564,144,81,1724.67,1,3,3,7,133
13565,19,38,240.22,3,2,1,6,321
13566,41,169,856.84,2,3,2,7,232
13568,173,43,187.05,1,2,1,4,121
13569,17,79,338.62,3,3,1,7,331
13570,243,27,239.49,1,2,1,4,121
13571,13,340,2088.94,3,3,3,9,333
13572,206,33,1384.25,1,2,3,6,123
13573,50,25,290.25,2,2,1,5,221
13575,23,46,732.07,3,2,2,7,322
13576,10,126,6717.34,3,3,3,9,333
13577,25,83,1687.6,3,3,3,9,333
13579,15,23,467.04,3,1,2,6,312
13581,309,10,118,1,1,1,3,111
13583,156,53,781.03,1,2,2,5,122
13584,307,24,142.4,1,2,1,4,121
13587,64,8,712.4,2,1,2,5,212
13588,16,174,2478.95,3,3,3,9,333
13589,15,21,379.65,3,1,1,5,311
13590,11,87,1981.92,3,3,3,9,333
13591,65,58,1117.13,2,2,2,6,222
13592,36,16,247.96,2,1,1,4,211
13593,108,127,2011.88,1,3,3,7,133
13594,53,26,396.97,2,2,2,6,222
13596,6,146,664.11,3,3,2,8,332
13598,47,35,160.04,2,2,1,5,221
13599,1,246,5149.92,3,3,3,9,333
13600,312,19,219.52,1,1,1,3,111
13601,45,99,693.32,2,3,2,7,232
13602,65,23,428.89,2,1,2,5,212
13603,26,27,164.34,2,2,1,5,221
13606,29,40,276.75,2,2,1,5,221
13607,40,97,675.51,2,3,2,7,232
13610,12,215,1082.33,3,3,2,8,332
13611,89,72,1154.4,2,2,2,6,222
13614,24,195,1585.46,3,3,3,9,333
13615,319,23,417.69,1,1,2,4,112
13617,40,44,544.18,2,2,2,6,222
13618,174,13,177.34,1,1,1,3,111
13621,117,19,213.85,1,1,1,3,111
13623,31,78,727.74,2,3,2,7,232
13626,253,19,257.23,1,1,1,3,111
13627,59,92,1638.47,2,3,3,8,233
13629,23,59,7792.36,3,2,3,8,323
13630,5,71,2031.78,3,2,3,8,323
13631,100,11,3070.42,1,1,3,5,113
13632,25,145,2118.93,3,3,3,9,333
13634,33,186,1547.36,2,3,3,8,233
13635,68,62,1071.03,2,2,2,6,222
13636,37,63,949.12,2,2,2,6,222
13637,52,99,804.3,2,3,2,7,232
13638,16,8,122.64,3,1,1,5,311
13639,74,40,1033.34,2,2,2,6,222
13642,216,57,312.28,1,2,1,4,121
13643,31,28,519.44,2,2,2,6,222
13644,16,146,2624.26,3,3,3,9,333
13645,120,5,252.1,1,1,1,3,111
13647,10,78,1648.12,3,3,3,9,333
13649,257,23,346.6,1,1,1,3,111
13650,17,96,1836.34,3,3,3,9,333
13651,35,6,94.2,2,1,1,4,211
13652,46,63,1095.08,2,2,2,6,222
13654,43,166,2707.33,2,3,3,8,233
13655,114,56,932.97,1,2,2,5,122
13656,165,49,379.65,1,2,1,4,121
13657,11,16,382.14,3,1,1,5,311
13658,10,108,2639.17,3,3,3,9,333
13659,206,103,1563,1,3,3,7,133
13662,86,52,881.26,2,2,2,6,222
13663,179,13,189.47,1,1,1,3,111
13666,60,12,84.65,2,1,1,4,211
13667,149,83,299.05,1,3,1,5,131
13668,3,463,6309.83,3,3,3,9,333
13669,51,9,218.55,2,1,1,4,211
13670,75,25,349.7,2,2,1,5,221
13672,301,6,186.39,1,1,1,3,111
13673,19,60,387.44,3,2,1,6,321
13675,151,25,486.82,1,2,2,5,122
13678,152,16,232.6,1,1,1,3,111
13680,1,194,3719.12,3,3,3,9,333
13681,18,57,827.83,3,2,2,7,322
13682,187,3,59.5,1,1,1,3,111
13684,286,29,65.13,1,2,1,4,121
13685,3,39,3119.44,3,2,3,8,323
13686,183,8,72,1,1,1,3,111
13689,63,6,910,2,1,2,5,212
13690,59,9,172.25,2,1,1,4,211
13692,25,53,1488.32,3,2,3,8,323
13694,4,568,65039.62,3,3,3,9,333
13695,31,90,2504.13,2,3,3,8,233
13697,39,12,151.3,2,1,1,4,211
13699,155,14,308.58,1,1,1,3,111
13700,26,194,2248.63,2,3,3,8,233
13703,318,1,99.5,1,1,1,3,111
13704,5,134,2308.06,3,3,3,9,333
13705,8,28,711.86,3,2,2,7,322
13706,303,20,330.79,1,1,1,3,111
13707,267,48,806.41,1,2,2,5,122
13708,271,49,285.33,1,2,1,4,121
13709,4,335,6307.65,3,3,3,9,333
13710,32,8,180.48,2,1,1,4,211
13711,219,13,252.06,1,1,1,3,111
13712,247,10,228.84,1,1,1,3,111
13715,281,104,1077.39,1,3,2,6,132
13716,269,21,138.28,1,1,1,3,111
13717,32,102,1445.01,2,3,3,8,233
13718,246,12,306.55,1,1,1,3,111
13719,15,60,1041.68,3,2,2,7,322
13720,117,43,799.9,1,2,2,5,122
13721,36,28,524.14,2,2,2,6,222
13722,132,85,2375.41,1,3,3,7,133
13723,217,6,199.85,1,1,1,3,111
13725,50,104,1980.56,2,3,3,8,233
13726,39,42,1079.66,2,2,2,6,222
13727,29,20,333.48,2,1,1,4,211
13728,37,63,1016.14,2,2,2,6,222
13730,136,43,752.6,1,2,2,5,122
13731,219,38,610.59,1,2,2,5,122
13732,28,33,491.86,2,2,2,6,222
13735,25,195,2883.54,3,3,3,9,333
13736,5,190,729.8,3,3,2,8,332
13737,200,30,339.6,1,2,1,4,121
13739,18,3,216.9,3,1,1,5,311
13740,241,23,350.75,1,1,1,3,111
13741,72,34,668.43,2,2,2,6,222
13742,17,313,3107.87,3,3,3,9,333
13743,3,41,1341.6,3,2,3,8,323
13744,95,63,1080.52,1,2,2,5,122
13745,162,25,300.04,1,2,1,4,121
13747,374,1,79.6,1,1,1,3,111
13748,96,28,948.25,1,2,2,5,122
13750,54,24,1647.26,2,2,3,7,223
13751,288,9,296.25,1,1,1,3,111
13752,124,75,1175.38,1,3,2,6,132
13753,288,35,741.26,1,2,2,5,122
13754,152,12,282.6,1,1,1,3,111
13755,4,321,2108.06,3,3,3,9,333
13756,2,142,5189.52,3,3,3,9,333
13758,12,117,3190.55,3,3,3,9,333
13759,33,25,659.41,2,2,2,6,222
13760,54,57,286.79,2,2,1,5,221
13761,50,70,1070.65,2,2,2,6,222
13762,219,7,306.72,1,1,1,3,111
13763,63,15,1714.96,2,1,3,6,213
13764,71,207,1519.42,2,3,3,8,233
13767,2,368,17220.36,3,3,3,9,333
13769,2,135,2796.51,3,3,3,9,333
13771,64,119,2634.45,2,3,3,8,233
13772,34,173,1122.63,2,3,2,7,232
13774,82,22,345,2,1,1,4,211
13777,1,197,25977.16,3,3,3,9,333
13778,103,9,178.7,1,1,1,3,111
13780,7,57,360.01,3,2,1,6,321
13781,251,17,127.84,1,1,1,3,111
13782,13,113,908.86,3,3,2,8,332
13784,10,31,2462.79,3,2,3,8,323
13786,367,7,230.4,1,1,1,3,111
13787,76,31,309.04,2,2,1,5,221
13790,4,45,348.8,3,2,1,6,321
13791,128,11,1516,1,1,3,5,113
13792,66,13,195.55,2,1,1,4,211
13798,1,349,37153.85,3,3,3,9,333
13799,117,39,688.86,1,2,2,5,122
13800,310,33,558.32,1,2,2,5,122
13801,67,23,324.8,2,1,1,4,211
13802,139,60,4599.42,1,2,3,6,123
13803,255,17,277.07,1,1,1,3,111
13804,31,135,2588.39,2,3,3,8,233
13805,52,13,924.6,2,1,2,5,212
13806,64,10,256.38,2,1,1,4,211
13807,367,7,112.6,1,1,1,3,111
13808,6,76,1747.66,3,3,3,9,333
13809,305,12,155.05,1,1,1,3,111
13810,29,35,1499.01,2,2,3,7,223
13811,184,13,814.5,1,1,2,4,112
13812,42,36,539,2,2,2,6,222
13813,40,69,1366.86,2,2,3,7,223
13814,92,57,1579.12,1,2,3,6,123
13815,22,176,4027.36,3,3,3,9,333
13816,24,28,571.67,3,2,2,7,322
13817,29,24,382.98,2,2,1,5,221
13819,302,36,1140.35,1,2,2,5,122
13821,145,59,385.64,1,2,1,4,121
13822,6,96,632,3,3,2,8,332
13823,19,40,957.66,3,2,2,7,322
13824,33,46,1698.94,2,2,3,7,223
13826,176,10,189.5,1,1,1,3,111
13827,58,92,409.8,2,3,2,7,232
13828,22,15,209.49,3,1,1,5,311
13831,16,72,2198.45,3,2,3,8,323
13832,19,3,52.2,3,1,1,5,311
13833,159,28,383.85,1,2,1,4,121
13835,25,55,834.57,3,2,2,7,322
13837,212,18,266.59,1,1,1,3,111
13838,6,165,674.82,3,3,2,8,332
13841,253,1,85,1,1,1,3,111
13842,59,206,3385.62,2,3,3,8,233
13844,11,20,361.62,3,1,1,5,311
13845,65,9,312.98,2,1,1,4,211
13846,25,55,865.06,3,2,2,7,322
13848,92,5,1255,1,1,3,5,113
13849,52,101,1537.95,2,3,3,8,233
13850,129,93,1595.48,1,3,3,7,133
13851,96,81,2651.46,1,3,3,7,133
13853,57,23,1090.14,2,1,2,5,212
13854,9,110,8109.52,3,3,3,9,333
13856,169,14,388.5,1,1,2,4,112
13858,57,11,216.17,2,1,1,4,211
13859,326,28,201.16,1,2,1,4,121
13860,1,76,1245.9,3,3,3,9,333
13862,18,139,2209.36,3,3,3,9,333
13863,248,20,305.78,1,1,1,3,111
13865,58,30,501.56,2,2,2,6,222
13866,74,7,145.67,2,1,1,4,211
13867,31,60,1005.09,2,2,2,6,222
13868,7,33,3192.54,3,2,3,8,323
13869,123,304,3083.65,1,3,3,7,133
13870,2,115,2770.94,3,3,3,9,333
13871,23,336,6403.25,3,3,3,9,333
13873,120,23,389.6,1,1,2,4,112
13874,358,18,540.45,1,1,2,4,112
13875,54,104,1786.79,2,3,3,8,233
13876,64,7,122.7,2,1,1,4,211
13877,86,3,117.24,2,1,1,4,211
13878,55,35,1271.57,2,2,3,7,223
13880,21,165,3219.77,3,3,3,9,333
13881,4,178,17159.52,3,3,3,9,333
13882,3,65,1191.13,3,2,2,7,322
13883,11,142,2674.48,3,3,3,9,333
13884,7,59,787.6,3,2,2,7,322
13885,189,28,506.8,1,2,2,5,122
13886,71,16,243.56,2,1,1,4,211
13887,204,19,349.55,1,1,1,3,111
13888,120,39,595.67,1,2,2,5,122
13889,93,15,416.9,1,1,2,4,112
13890,1,110,1883.81,3,3,3,9,333
13892,27,27,632.97,2,2,2,6,222
13893,298,21,821.1,1,1,2,4,112
13894,24,27,564.62,3,2,2,7,322
13895,28,118,2593.07,2,3,3,8,233
13897,50,17,311.16,2,1,1,4,211
13898,326,12,155.93,1,1,1,3,111
13899,16,19,388.52,3,1,2,6,312
13900,183,43,740.95,1,2,2,5,122
13901,72,149,2867.2,2,3,3,8,233
13904,37,26,332.64,2,2,1,5,221
13908,80,122,2369.55,2,3,3,8,233
13911,57,148,2580.91,2,3,3,8,233
13914,12,33,626.45,3,2,2,7,322
13917,50,18,272.04,2,1,1,4,211
13918,50,30,1212.84,2,2,3,7,223
13919,59,28,384.81,2,2,1,5,221
13922,352,7,172.25,1,1,1,3,111
13923,54,20,351.13,2,1,1,4,211
13924,2,117,1838.85,3,3,3,9,333
13925,93,41,678.25,1,2,2,5,122
13926,23,11,223.85,3,1,1,5,311
13927,75,21,348.99,2,1,1,4,211
13928,11,27,464.57,3,2,2,7,322
13929,169,9,842.65,1,1,2,4,112
13930,58,17,337.34,2,1,1,4,211
13931,96,58,1237.53,1,2,3,6,123
13932,295,16,307.4,1,1,1,3,111
13933,109,23,608.79,1,1,2,4,112
13934,264,31,922.1,1,2,2,5,122
13936,180,26,376.58,1,2,1,4,121
13937,169,9,158.85,1,1,1,3,111
13938,35,7,71.66,2,1,1,4,211
13939,23,45,568.55,3,2,2,7,322
13940,17,49,839.14,3,2,2,7,322
13941,22,45,5112.96,3,2,3,8,323
13946,79,11,561.57,2,1,2,5,212
13947,65,5,90.6,2,1,1,4,211
13948,361,3,102,1,1,1,3,111
13949,3,160,2427.32,3,3,3,9,333
13950,11,35,745.06,3,2,2,7,322
13951,176,39,674.45,1,2,2,5,122
13952,218,137,3251.071,1,3,3,7,133
13953,7,20,3515.68,3,1,3,7,313
13954,2,25,439.92,3,2,2,7,322
13955,154,33,322.96,1,2,1,4,121
13956,5,147,1019.27,3,3,2,8,332
13959,79,90,594.04,2,3,2,7,232
13960,21,12,230.22,3,1,1,5,311
13962,22,11,169.55,3,1,1,5,311
13963,308,35,664.54,1,2,2,5,122
13967,146,2,80.7,1,1,1,3,111
13969,7,619,9024.17,3,3,3,9,333
13971,19,149,2758.26,3,3,3,9,333
13972,71,15,190.25,2,1,1,4,211
13973,287,11,264.7,1,1,1,3,111
13974,49,28,413.59,2,2,2,6,222
13975,31,329,2461.24,2,3,3,8,233
13976,207,10,357.98,1,1,1,3,111
13978,15,15,196.79,3,1,1,5,311
13979,73,54,869.87,2,2,2,6,222
13980,60,11,200.14,2,1,1,4,211
13982,39,111,1871.81,2,3,3,8,233
13983,30,107,2603.43,2,3,3,8,233
13984,27,16,920.51,2,1,2,5,212
13985,4,349,7060.13,3,3,3,9,333
13986,17,13,320.46,3,1,1,5,311
13988,20,234,4147.96,3,3,3,9,333
13989,66,41,1266.08,2,2,3,7,223
13990,213,16,311.3,1,1,1,3,111
13991,12,82,852.88,3,3,2,8,332
13992,30,5,76.8,2,1,1,4,211
13993,43,121,3466.36,2,3,3,8,233
13994,4,148,2274.14,3,3,3,9,333
13995,15,86,1393.69,3,3,3,9,333
13999,10,208,3901.81,3,3,3,9,333
14000,211,15,635.66,1,1,2,4,112
14001,46,39,2043.08,2,2,3,7,223
14002,134,47,529.73,1,2,2,5,122
14004,43,171,4582.64,2,3,3,8,233
14005,10,84,2874.72,3,3,3,9,333
14006,116,30,962.19,1,2,2,5,122
14009,198,42,695.61,1,2,2,5,122
14012,278,11,328.8,1,1,1,3,111
14013,110,34,473.02,1,2,2,5,122
14014,77,39,505.18,2,2,2,6,222
14015,53,20,917.34,2,1,2,5,212
14016,162,161,4341.21,1,3,3,7,133
14019,47,66,1421.61,2,2,3,7,223
14020,17,39,642.8,3,2,2,7,322
14021,155,22,631.9,1,1,2,4,112
14022,225,28,440,1,2,2,5,122
14023,7,31,584.07,3,2,2,7,322
14024,122,16,327.7,1,1,1,3,111
14027,61,6,104.82,2,1,1,4,211
14029,63,15,467.66,2,1,2,5,212
14030,18,242,2358.84,3,3,3,9,333
14031,7,250,17286.86,3,3,3,9,333
14032,2,143,2975.59,3,3,3,9,333
14034,22,86,648.89,3,3,2,8,332
14035,29,66,1428.02,2,2,3,7,223
14036,285,38,626.65,1,2,2,5,122
14037,176,28,147.2,1,2,1,4,121
14038,78,92,1560.38,2,3,3,8,233
14039,33,6,152.2,2,1,1,4,211
14040,41,229,3560.32,2,3,3,8,233
14041,266,21,141.41,1,1,1,3,111
14044,27,206,646.42,2,3,2,7,232
14045,109,6,1659.75,1,1,3,5,113
14046,284,14,154.99,1,1,1,3,111
14047,9,32,1308.61,3,2,3,8,323
14048,305,85,409.93,1,3,2,6,132
14049,17,478,5578.72,3,3,3,9,333
14050,32,54,746.36,2,2,2,6,222
14051,1,210,15610.39,3,3,3,9,333
14052,20,56,225.36,3,2,1,6,321
14053,124,4,260.25,1,1,1,3,111
14054,65,6,92.46,2,1,1,4,211
14055,106,10,725.64,1,1,2,4,112
14056,1,1088,8152.71,3,3,3,9,333
14057,24,283,6211.66,3,3,3,9,333
14059,267,8,183.6,1,1,1,3,111
14060,5,202,6140.42,3,3,3,9,333
14062,10,111,10464.85,3,3,3,9,333
14064,29,77,1334.34,2,3,3,8,233
14066,267,7,152.55,1,1,1,3,111
14067,64,52,374.7,2,2,1,5,221
14068,320,24,265.85,1,2,1,4,121
14071,4,323,1437.57,3,3,3,9,333
14073,32,13,151.04,2,1,1,4,211
14075,5,43,942.26,3,2,2,7,322
14076,129,44,118.67,1,2,1,4,121
14077,41,42,499.42,2,2,2,6,222
14078,102,65,1049.37,1,2,2,5,122
14079,125,12,375.1,1,1,1,3,111
14080,33,4,45.6,2,1,1,4,211
14081,302,150,921.62,1,3,2,6,132
14082,365,29,182.25,1,2,1,4,121
14083,4,177,1002.9,3,3,2,8,332
14085,2,448,4421.29,3,3,3,9,333
14087,3,68,191.47,3,2,1,6,321
14088,10,589,50491.81,3,3,3,9,333
14089,57,13,158.75,2,1,1,4,211
14090,325,1,76.32,1,1,1,3,111
14092,8,214,4076.91,3,3,3,9,333
14093,12,100,433.86,3,3,2,8,332
14096,4,5111,65164.79,3,3,3,9,333
14098,37,21,147.35,2,1,1,4,211
14099,16,250,3104.17,3,3,3,9,333
14100,138,25,191.95,1,2,1,4,121
14101,74,35,5976.79,2,2,3,7,223
14102,5,58,1105.88,3,2,2,7,322
14104,155,21,216.21,1,1,1,3,111
14105,239,74,1266.23,1,3,3,7,133
14107,52,123,2703.23,2,3,3,8,233
14108,31,34,597.91,2,2,2,6,222
14109,73,9,144.2,2,1,1,4,211
14110,4,155,5683.15,3,3,3,9,333
14111,14,10,692.85,3,1,2,6,312
14112,23,160,2915.15,3,3,3,9,333
