Date,Week,Month,Year,Location,Rate
04/24/2007,16,4,2007,Twin Cities,289.00
04/24/2007,16,4,2007,Mid-Mississippi,244.60
04/24/2007,16,4,2007,Lower Illinois,213.00
04/24/2007,16,4,2007,St. Louis,161.00
04/24/2007,16,4,2007,Cincinnati,197.00
04/24/2007,16,4,2007,Lower Ohio,197.00
04/24/2007,16,4,2007,Cairo-Memphis,147.00
05/01/2007,17,5,2007,Twin Cities,282.50
05/01/2007,17,5,2007,Mid-Mississippi,236.67
05/01/2007,17,5,2007,Lower Illinois,214.17
05/01/2007,17,5,2007,St. Louis,158.33
05/01/2007,17,5,2007,Cincinnati,191.67
05/01/2007,17,5,2007,Lower Ohio,191.67
05/01/2007,17,5,2007,Cairo-Memphis,146.67
05/08/2007,18,5,2007,Twin Cities,269.00
05/08/2007,18,5,2007,Mid-Mississippi,233.83
05/08/2007,18,5,2007,Lower Illinois,209.17
05/08/2007,18,5,2007,St. Louis,155.83
05/08/2007,18,5,2007,Cincinnati,182.50
05/08/2007,18,5,2007,Lower Ohio,175.83
05/08/2007,18,5,2007,Cairo-Memphis,145.00
05/15/2007,19,5,2007,Twin Cities,299.00
05/15/2007,19,5,2007,Mid-Mississippi,247.00
05/15/2007,19,5,2007,Lower Illinois,227.00
05/15/2007,19,5,2007,St. Louis,179.00
05/15/2007,19,5,2007,Cincinnati,183.00
05/15/2007,19,5,2007,Lower Ohio,183.00
05/15/2007,19,5,2007,Cairo-Memphis,154.00
05/22/2007,20,5,2007,Twin Cities,326.00
05/22/2007,20,5,2007,Mid-Mississippi,286.00
05/22/2007,20,5,2007,Lower Illinois,275.00
05/22/2007,20,5,2007,St. Louis,196.00
05/22/2007,20,5,2007,Cincinnati,188.00
05/22/2007,20,5,2007,Lower Ohio,188.00
05/22/2007,20,5,2007,Cairo-Memphis,166.00
05/29/2007,21,5,2007,Twin Cities,386.25
05/29/2007,21,5,2007,Mid-Mississippi,333.00
05/29/2007,21,5,2007,Lower Illinois,326.00
05/29/2007,21,5,2007,St. Louis,252.00
05/29/2007,21,5,2007,Cincinnati,208.75
05/29/2007,21,5,2007,Lower Ohio,213.75
05/29/2007,21,5,2007,Cairo-Memphis,208.75
06/05/2007,22,6,2007,Twin Cities,396.25
06/05/2007,22,6,2007,Mid-Mississippi,353.75
06/05/2007,22,6,2007,Lower Illinois,353.75
06/05/2007,22,6,2007,St. Louis,263.00
06/05/2007,22,6,2007,Cincinnati,251.67
06/05/2007,22,6,2007,Lower Ohio,248.75
06/05/2007,22,6,2007,Cairo-Memphis,230.00
06/12/2007,23,6,2007,Twin Cities,415.00
06/12/2007,23,6,2007,Mid-Mississippi,354.00
06/12/2007,23,6,2007,Lower Illinois,330.00
06/12/2007,23,6,2007,St. Louis,244.00
06/12/2007,23,6,2007,Cincinnati,251.00
06/12/2007,23,6,2007,Lower Ohio,252.00
06/12/2007,23,6,2007,Cairo-Memphis,231.00
06/19/2007,24,6,2007,Twin Cities,413.00
06/19/2007,24,6,2007,Mid-Mississippi,378.00
06/19/2007,24,6,2007,Lower Illinois,345.00
06/19/2007,24,6,2007,St. Louis,280.00
06/19/2007,24,6,2007,Cincinnati,273.00
06/19/2007,24,6,2007,Lower Ohio,270.00
06/19/2007,24,6,2007,Cairo-Memphis,253.00
06/26/2007,25,6,2007,Twin Cities,423.75
06/26/2007,25,6,2007,Mid-Mississippi,411.00
06/26/2007,25,6,2007,Lower Illinois,369.00
06/26/2007,25,6,2007,St. Louis,308.00
06/26/2007,25,6,2007,Cincinnati,289.00
06/26/2007,25,6,2007,Lower Ohio,277.00
06/26/2007,25,6,2007,Cairo-Memphis,248.75
07/03/2007,26,7,2007,Twin Cities,424.00
07/03/2007,26,7,2007,Mid-Mississippi,375.00
07/03/2007,26,7,2007,Lower Illinois,360.00
07/03/2007,26,7,2007,St. Louis,279.00
07/03/2007,26,7,2007,Cincinnati,281.00
07/03/2007,26,7,2007,Lower Ohio,290.00
07/03/2007,26,7,2007,Cairo-Memphis,266.00
07/10/2007,27,7,2007,Twin Cities,428.00
07/10/2007,27,7,2007,Mid-Mississippi,366.00
07/10/2007,27,7,2007,Lower Illinois,356.00
07/10/2007,27,7,2007,St. Louis,288.00
07/10/2007,27,7,2007,Cincinnati,291.00
07/10/2007,27,7,2007,Lower Ohio,291.00
07/10/2007,27,7,2007,Cairo-Memphis,260.00
07/17/2007,28,7,2007,Twin Cities,509.00
07/17/2007,28,7,2007,Mid-Mississippi,431.00
07/17/2007,28,7,2007,Lower Illinois,439.00
07/17/2007,28,7,2007,St. Louis,356.00
07/17/2007,28,7,2007,Cincinnati,338.00
07/17/2007,28,7,2007,Lower Ohio,338.00
07/17/2007,28,7,2007,Cairo-Memphis,339.00
07/24/2007,29,7,2007,Twin Cities,500.00
07/24/2007,29,7,2007,Mid-Mississippi,457.00
07/24/2007,29,7,2007,Lower Illinois,458.00
07/24/2007,29,7,2007,St. Louis,412.00
07/24/2007,29,7,2007,Cincinnati,384.00
07/24/2007,29,7,2007,Lower Ohio,384.00
07/24/2007,29,7,2007,Cairo-Memphis,407.00
07/31/2007,30,7,2007,Twin Cities,435.00
07/31/2007,30,7,2007,Mid-Mississippi,395.00
07/31/2007,30,7,2007,Lower Illinois,395.00
07/31/2007,30,7,2007,St. Louis,360.00
07/31/2007,30,7,2007,Cincinnati,369.00
07/31/2007,30,7,2007,Lower Ohio,369.00
07/31/2007,30,7,2007,Cairo-Memphis,342.00
08/07/2007,31,8,2007,Twin Cities,445.00
08/07/2007,31,8,2007,Mid-Mississippi,428.00
08/07/2007,31,8,2007,Lower Illinois,446.00
08/07/2007,31,8,2007,St. Louis,410.00
08/07/2007,31,8,2007,Cincinnati,400.00
08/07/2007,31,8,2007,Lower Ohio,400.00
08/07/2007,31,8,2007,Cairo-Memphis,403.00
08/14/2007,32,8,2007,Twin Cities,518.75
08/14/2007,32,8,2007,Mid-Mississippi,540.00
08/14/2007,32,8,2007,Lower Illinois,531.00
08/14/2007,32,8,2007,St. Louis,540.00
08/14/2007,32,8,2007,Cincinnati,496.00
08/14/2007,32,8,2007,Lower Ohio,496.00
08/14/2007,32,8,2007,Cairo-Memphis,552.00
08/21/2007,33,8,2007,Twin Cities,554.00
08/21/2007,33,8,2007,Mid-Mississippi,575.00
08/21/2007,33,8,2007,Lower Illinois,578.00
08/21/2007,33,8,2007,St. Louis,685.00
08/21/2007,33,8,2007,Cincinnati,620.00
08/21/2007,33,8,2007,Lower Ohio,620.00
08/21/2007,33,8,2007,Cairo-Memphis,750.00
08/28/2007,34,8,2007,Twin Cities,568.00
08/28/2007,34,8,2007,Mid-Mississippi,683.00
08/28/2007,34,8,2007,Lower Illinois,698.00
08/28/2007,34,8,2007,St. Louis,845.00
08/28/2007,34,8,2007,Cincinnati,805.00
08/28/2007,34,8,2007,Lower Ohio,810.00
08/28/2007,34,8,2007,Cairo-Memphis,970.00
09/04/2007,35,9,2007,Twin Cities,600.00
09/04/2007,35,9,2007,Mid-Mississippi,735.00
09/04/2007,35,9,2007,Lower Illinois,810.00
09/04/2007,35,9,2007,St. Louis,930.00
09/04/2007,35,9,2007,Cincinnati,885.00
09/04/2007,35,9,2007,Lower Ohio,895.00
09/04/2007,35,9,2007,Cairo-Memphis,950.00
09/11/2007,36,9,2007,Twin Cities,583.00
09/11/2007,36,9,2007,Mid-Mississippi,650.00
09/11/2007,36,9,2007,Lower Illinois,688.00
09/11/2007,36,9,2007,St. Louis,650.00
09/11/2007,36,9,2007,Cincinnati,688.00
09/11/2007,36,9,2007,Lower Ohio,663.00
09/11/2007,36,9,2007,Cairo-Memphis,613.00
09/18/2007,37,9,2007,Twin Cities,680.00
09/18/2007,37,9,2007,Mid-Mississippi,723.00
09/18/2007,37,9,2007,Lower Illinois,746.00
09/18/2007,37,9,2007,St. Louis,674.00
09/18/2007,37,9,2007,Cincinnati,771.00
09/18/2007,37,9,2007,Lower Ohio,773.00
09/18/2007,37,9,2007,Cairo-Memphis,615.00
09/25/2007,38,9,2007,Twin Cities,650.00
09/25/2007,38,9,2007,Mid-Mississippi,656.00
09/25/2007,38,9,2007,Lower Illinois,653.00
09/25/2007,38,9,2007,St. Louis,563.00
09/25/2007,38,9,2007,Cincinnati,646.00
09/25/2007,38,9,2007,Lower Ohio,649.00
09/25/2007,38,9,2007,Cairo-Memphis,525.00
10/02/2007,39,10,2007,Twin Cities,656.00
10/02/2007,39,10,2007,Mid-Mississippi,679.00
10/02/2007,39,10,2007,Lower Illinois,671.00
10/02/2007,39,10,2007,St. Louis,530.00
10/02/2007,39,10,2007,Cincinnati,606.00
10/02/2007,39,10,2007,Lower Ohio,607.00
10/02/2007,39,10,2007,Cairo-Memphis,525.00
10/09/2007,40,10,2007,Twin Cities,626.00
10/09/2007,40,10,2007,Mid-Mississippi,638.33
10/09/2007,40,10,2007,Lower Illinois,640.00
10/09/2007,40,10,2007,St. Louis,577.00
10/09/2007,40,10,2007,Cincinnati,680.00
10/09/2007,40,10,2007,Lower Ohio,680.00
10/09/2007,40,10,2007,Cairo-Memphis,568.00
10/16/2007,41,10,2007,Twin Cities,520.00
10/16/2007,41,10,2007,Mid-Mississippi,526.00
10/16/2007,41,10,2007,Lower Illinois,526.00
10/16/2007,41,10,2007,St. Louis,428.00
10/16/2007,41,10,2007,Cincinnati,503.00
10/16/2007,41,10,2007,Lower Ohio,503.00
10/16/2007,41,10,2007,Cairo-Memphis,377.00
10/23/2007,42,10,2007,Twin Cities,506.00
10/23/2007,42,10,2007,Mid-Mississippi,515.00
10/23/2007,42,10,2007,Lower Illinois,533.33
10/23/2007,42,10,2007,St. Louis,395.00
10/23/2007,42,10,2007,Cincinnati,480.83
10/23/2007,42,10,2007,Lower Ohio,480.83
10/23/2007,42,10,2007,Cairo-Memphis,360.00
10/30/2007,43,10,2007,Twin Cities,550.00
10/30/2007,43,10,2007,Mid-Mississippi,509.00
10/30/2007,43,10,2007,Lower Illinois,456.00
10/30/2007,43,10,2007,St. Louis,310.00
10/30/2007,43,10,2007,Cincinnati,360.00
10/30/2007,43,10,2007,Lower Ohio,360.00
10/30/2007,43,10,2007,Cairo-Memphis,291.00
11/06/2007,44,11,2007,Twin Cities,456.67
11/06/2007,44,11,2007,Mid-Mississippi,422.50
11/06/2007,44,11,2007,Lower Illinois,417.50
11/06/2007,44,11,2007,St. Louis,308.75
11/06/2007,44,11,2007,Cincinnati,365.00
11/06/2007,44,11,2007,Lower Ohio,366.25
11/06/2007,44,11,2007,Cairo-Memphis,292.50
11/13/2007,45,11,2007,Twin Cities,480.00
11/13/2007,45,11,2007,Mid-Mississippi,436.00
11/13/2007,45,11,2007,Lower Illinois,438.00
11/13/2007,45,11,2007,St. Louis,358.00
11/13/2007,45,11,2007,Cincinnati,424.00
11/13/2007,45,11,2007,Lower Ohio,415.00
11/13/2007,45,11,2007,Cairo-Memphis,327.00
11/20/2007,46,11,2007,Twin Cities,453.33
11/20/2007,46,11,2007,Mid-Mississippi,413.00
11/20/2007,46,11,2007,Lower Illinois,406.00
11/20/2007,46,11,2007,St. Louis,324.00
11/20/2007,46,11,2007,Cincinnati,369.00
11/20/2007,46,11,2007,Lower Ohio,369.00
11/20/2007,46,11,2007,Cairo-Memphis,297.00
11/27/2007,47,11,2007,Twin Cities,
11/27/2007,47,11,2007,Mid-Mississippi,390.00
11/27/2007,47,11,2007,Lower Illinois,387.00
11/27/2007,47,11,2007,St. Louis,317.00
11/27/2007,47,11,2007,Cincinnati,373.00
11/27/2007,47,11,2007,Lower Ohio,373.00
11/27/2007,47,11,2007,Cairo-Memphis,284.00
12/04/2007,48,12,2007,Twin Cities,
12/04/2007,48,12,2007,Mid-Mississippi,386.67
12/04/2007,48,12,2007,Lower Illinois,386.67
12/04/2007,48,12,2007,St. Louis,326.67
12/04/2007,48,12,2007,Cincinnati,360.00
12/04/2007,48,12,2007,Lower Ohio,360.00
12/04/2007,48,12,2007,Cairo-Memphis,283.33
12/11/2007,49,12,2007,Twin Cities,
12/11/2007,49,12,2007,Mid-Mississippi,
12/11/2007,49,12,2007,Lower Illinois,400.00
12/11/2007,49,12,2007,St. Louis,332.00
12/11/2007,49,12,2007,Cincinnati,352.50
12/11/2007,49,12,2007,Lower Ohio,352.50
12/11/2007,49,12,2007,Cairo-Memphis,275.00
12/18/2007,50,12,2007,Twin Cities,
12/18/2007,50,12,2007,Mid-Mississippi,
12/18/2007,50,12,2007,Lower Illinois,377.00
12/18/2007,50,12,2007,St. Louis,287.00
12/18/2007,50,12,2007,Cincinnati,340.00
12/18/2007,50,12,2007,Lower Ohio,340.00
12/18/2007,50,12,2007,Cairo-Memphis,247.00
12/25/2007,51,12,2007,Twin Cities,
12/25/2007,51,12,2007,Mid-Mississippi,
12/25/2007,51,12,2007,Lower Illinois,367.00
12/25/2007,51,12,2007,St. Louis,280.00
12/25/2007,51,12,2007,Cincinnati,337.00
12/25/2007,51,12,2007,Lower Ohio,337.00
12/25/2007,51,12,2007,Cairo-Memphis,250.00
01/01/2008,52,1,2008,Twin Cities,
01/01/2008,52,1,2008,Mid-Mississippi,
01/01/2008,52,1,2008,Lower Illinois,360.00
01/01/2008,52,1,2008,St. Louis,273.33
01/01/2008,52,1,2008,Cincinnati,330.00
01/01/2008,52,1,2008,Lower Ohio,330.00
01/01/2008,52,1,2008,Cairo-Memphis,238.33
01/08/2008,1,1,2008,Twin Cities,
01/08/2008,1,1,2008,Mid-Mississippi,
01/08/2008,1,1,2008,Lower Illinois,351.00
01/08/2008,1,1,2008,St. Louis,269.00
01/08/2008,1,1,2008,Cincinnati,328.00
01/08/2008,1,1,2008,Lower Ohio,328.00
01/08/2008,1,1,2008,Cairo-Memphis,238.00
01/15/2008,2,1,2008,Twin Cities,
01/15/2008,2,1,2008,Mid-Mississippi,
01/15/2008,2,1,2008,Lower Illinois,325.00
01/15/2008,2,1,2008,St. Louis,273.00
01/15/2008,2,1,2008,Cincinnati,328.00
01/15/2008,2,1,2008,Lower Ohio,328.00
01/15/2008,2,1,2008,Cairo-Memphis,257.00
01/22/2008,3,1,2008,Twin Cities,
01/22/2008,3,1,2008,Mid-Mississippi,
01/22/2008,3,1,2008,Lower Illinois,428.00
01/22/2008,3,1,2008,St. Louis,398.00
01/22/2008,3,1,2008,Cincinnati,394.00
01/22/2008,3,1,2008,Lower Ohio,394.00
01/22/2008,3,1,2008,Cairo-Memphis,370.00
01/29/2008,4,1,2008,Twin Cities,
01/29/2008,4,1,2008,Mid-Mississippi,
01/29/2008,4,1,2008,Lower Illinois,446.00
01/29/2008,4,1,2008,St. Louis,351.00
01/29/2008,4,1,2008,Cincinnati,349.00
01/29/2008,4,1,2008,Lower Ohio,347.00
01/29/2008,4,1,2008,Cairo-Memphis,321.00
02/05/2008,5,2,2008,Twin Cities,
02/05/2008,5,2,2008,Mid-Mississippi,
02/05/2008,5,2,2008,Lower Illinois,498.00
02/05/2008,5,2,2008,St. Louis,350.00
02/05/2008,5,2,2008,Cincinnati,363.00
02/05/2008,5,2,2008,Lower Ohio,363.00
02/05/2008,5,2,2008,Cairo-Memphis,309.00
02/12/2008,6,2,2008,Twin Cities,
02/12/2008,6,2,2008,Mid-Mississippi,
02/12/2008,6,2,2008,Lower Illinois,470.00
02/12/2008,6,2,2008,St. Louis,378.00
02/12/2008,6,2,2008,Cincinnati,385.00
02/12/2008,6,2,2008,Lower Ohio,387.00
02/12/2008,6,2,2008,Cairo-Memphis,340.00
02/19/2008,7,2,2008,Twin Cities,
02/19/2008,7,2,2008,Mid-Mississippi,
02/19/2008,7,2,2008,Lower Illinois,500.00
02/19/2008,7,2,2008,St. Louis,395.00
02/19/2008,7,2,2008,Cincinnati,382.00
02/19/2008,7,2,2008,Lower Ohio,386.00
02/19/2008,7,2,2008,Cairo-Memphis,359.00
02/26/2008,8,2,2008,Twin Cities,
02/26/2008,8,2,2008,Mid-Mississippi,
02/26/2008,8,2,2008,Lower Illinois,529.00
02/26/2008,8,2,2008,St. Louis,428.00
02/26/2008,8,2,2008,Cincinnati,389.00
02/26/2008,8,2,2008,Lower Ohio,395.00
02/26/2008,8,2,2008,Cairo-Memphis,375.00
03/04/2008,9,3,2008,Twin Cities,
03/04/2008,9,3,2008,Mid-Mississippi,
03/04/2008,9,3,2008,Lower Illinois,443.75
03/04/2008,9,3,2008,St. Louis,348.75
03/04/2008,9,3,2008,Cincinnati,372.50
03/04/2008,9,3,2008,Lower Ohio,375.00
03/04/2008,9,3,2008,Cairo-Memphis,327.50
03/11/2008,10,3,2008,Twin Cities,
03/11/2008,10,3,2008,Mid-Mississippi,
03/11/2008,10,3,2008,Lower Illinois,485.00
03/11/2008,10,3,2008,St. Louis,396.00
03/11/2008,10,3,2008,Cincinnati,396.00
03/11/2008,10,3,2008,Lower Ohio,400.00
03/11/2008,10,3,2008,Cairo-Memphis,322.00
03/18/2008,11,3,2008,Twin Cities,
03/18/2008,11,3,2008,Mid-Mississippi,472.50
03/18/2008,11,3,2008,Lower Illinois,430.00
03/18/2008,11,3,2008,St. Louis,342.50
03/18/2008,11,3,2008,Cincinnati,395.00
03/18/2008,11,3,2008,Lower Ohio,393.33
03/18/2008,11,3,2008,Cairo-Memphis,311.67
03/25/2008,12,3,2008,Twin Cities,
03/25/2008,12,3,2008,Mid-Mississippi,513.00
03/25/2008,12,3,2008,Lower Illinois,469.00
03/25/2008,12,3,2008,St. Louis,353.00
03/25/2008,12,3,2008,Cincinnati,390.00
03/25/2008,12,3,2008,Lower Ohio,388.00
03/25/2008,12,3,2008,Cairo-Memphis,315.00
04/01/2008,13,4,2008,Twin Cities,
04/01/2008,13,4,2008,Mid-Mississippi,525.00
04/01/2008,13,4,2008,Lower Illinois,434.00
04/01/2008,13,4,2008,St. Louis,358.00
04/01/2008,13,4,2008,Cincinnati,418.00
04/01/2008,13,4,2008,Lower Ohio,420.00
04/01/2008,13,4,2008,Cairo-Memphis,318.00
04/08/2008,14,4,2008,Twin Cities,
04/08/2008,14,4,2008,Mid-Mississippi,448.75
04/08/2008,14,4,2008,Lower Illinois,416.25
04/08/2008,14,4,2008,St. Louis,318.75
04/08/2008,14,4,2008,Cincinnati,388.75
04/08/2008,14,4,2008,Lower Ohio,393.75
04/08/2008,14,4,2008,Cairo-Memphis,301.25
04/15/2008,15,4,2008,Twin Cities,466.67
04/15/2008,15,4,2008,Mid-Mississippi,446.25
04/15/2008,15,4,2008,Lower Illinois,407.50
04/15/2008,15,4,2008,St. Louis,303.75
04/15/2008,15,4,2008,Cincinnati,361.25
04/15/2008,15,4,2008,Lower Ohio,358.75
04/15/2008,15,4,2008,Cairo-Memphis,286.25
04/22/2008,16,4,2008,Twin Cities,530.00
04/22/2008,16,4,2008,Mid-Mississippi,479.00
04/22/2008,16,4,2008,Lower Illinois,421.00
04/22/2008,16,4,2008,St. Louis,321.00
04/22/2008,16,4,2008,Cincinnati,349.00
04/22/2008,16,4,2008,Lower Ohio,349.00
04/22/2008,16,4,2008,Cairo-Memphis,315.00
04/29/2008,17,4,2008,Twin Cities,516.00
04/29/2008,17,4,2008,Mid-Mississippi,461.00
04/29/2008,17,4,2008,Lower Illinois,388.00
04/29/2008,17,4,2008,St. Louis,309.00
04/29/2008,17,4,2008,Cincinnati,326.00
04/29/2008,17,4,2008,Lower Ohio,326.00
04/29/2008,17,4,2008,Cairo-Memphis,279.00
05/06/2008,18,5,2008,Twin Cities,513.00
05/06/2008,18,5,2008,Mid-Mississippi,461.00
05/06/2008,18,5,2008,Lower Illinois,383.00
05/06/2008,18,5,2008,St. Louis,305.00
05/06/2008,18,5,2008,Cincinnati,329.00
05/06/2008,18,5,2008,Lower Ohio,329.00
05/06/2008,18,5,2008,Cairo-Memphis,276.00
05/13/2008,19,5,2008,Twin Cities,465.00
05/13/2008,19,5,2008,Mid-Mississippi,415.00
05/13/2008,19,5,2008,Lower Illinois,377.00
05/13/2008,19,5,2008,St. Louis,292.00
05/13/2008,19,5,2008,Cincinnati,313.00
05/13/2008,19,5,2008,Lower Ohio,313.00
05/13/2008,19,5,2008,Cairo-Memphis,263.00
05/20/2008,20,5,2008,Twin Cities,443.00
05/20/2008,20,5,2008,Mid-Mississippi,408.00
05/20/2008,20,5,2008,Lower Illinois,381.00
05/20/2008,20,5,2008,St. Louis,310.00
05/20/2008,20,5,2008,Cincinnati,319.00
05/20/2008,20,5,2008,Lower Ohio,320.00
05/20/2008,20,5,2008,Cairo-Memphis,294.00
05/27/2008,21,5,2008,Twin Cities,465.00
05/27/2008,21,5,2008,Mid-Mississippi,427.00
05/27/2008,21,5,2008,Lower Illinois,405.00
05/27/2008,21,5,2008,St. Louis,358.00
05/27/2008,21,5,2008,Cincinnati,346.00
05/27/2008,21,5,2008,Lower Ohio,346.00
05/27/2008,21,5,2008,Cairo-Memphis,353.00
06/03/2008,22,6,2008,Twin Cities,468.00
06/03/2008,22,6,2008,Mid-Mississippi,433.00
06/03/2008,22,6,2008,Lower Illinois,431.00
06/03/2008,22,6,2008,St. Louis,375.00
06/03/2008,22,6,2008,Cincinnati,365.00
06/03/2008,22,6,2008,Lower Ohio,365.00
06/03/2008,22,6,2008,Cairo-Memphis,363.00
06/10/2008,23,6,2008,Twin Cities,522.00
06/10/2008,23,6,2008,Mid-Mississippi,523.00
06/10/2008,23,6,2008,Lower Illinois,527.00
06/10/2008,23,6,2008,St. Louis,428.00
06/10/2008,23,6,2008,Cincinnati,423.00
06/10/2008,23,6,2008,Lower Ohio,423.00
06/10/2008,23,6,2008,Cairo-Memphis,411.00
06/17/2008,24,6,2008,Twin Cities,605.00
06/17/2008,24,6,2008,Mid-Mississippi,588.00
06/17/2008,24,6,2008,Lower Illinois,644.00
06/17/2008,24,6,2008,St. Louis,460.00
06/17/2008,24,6,2008,Cincinnati,595.00
06/17/2008,24,6,2008,Lower Ohio,595.00
06/17/2008,24,6,2008,Cairo-Memphis,470.00
06/24/2008,25,6,2008,Twin Cities,570.00
06/24/2008,25,6,2008,Mid-Mississippi,537.00
06/24/2008,25,6,2008,Lower Illinois,558.00
06/24/2008,25,6,2008,St. Louis,467.00
06/24/2008,25,6,2008,Cincinnati,567.00
06/24/2008,25,6,2008,Lower Ohio,567.00
06/24/2008,25,6,2008,Cairo-Memphis,415.00
07/01/2008,26,7,2008,Twin Cities,608.00
07/01/2008,26,7,2008,Mid-Mississippi,581.00
07/01/2008,26,7,2008,Lower Illinois,604.00
07/01/2008,26,7,2008,St. Louis,448.00
07/01/2008,26,7,2008,Cincinnati,535.00
07/01/2008,26,7,2008,Lower Ohio,535.00
07/01/2008,26,7,2008,Cairo-Memphis,349.00
07/08/2008,27,7,2008,Twin Cities,586.00
07/08/2008,27,7,2008,Mid-Mississippi,576.00
07/08/2008,27,7,2008,Lower Illinois,548.00
07/08/2008,27,7,2008,St. Louis,381.00
07/08/2008,27,7,2008,Cincinnati,458.00
07/08/2008,27,7,2008,Lower Ohio,458.00
07/08/2008,27,7,2008,Cairo-Memphis,310.00
07/15/2008,28,7,2008,Twin Cities,575.00
07/15/2008,28,7,2008,Mid-Mississippi,524.00
07/15/2008,28,7,2008,Lower Illinois,466.00
07/15/2008,28,7,2008,St. Louis,344.00
07/15/2008,28,7,2008,Cincinnati,381.00
07/15/2008,28,7,2008,Lower Ohio,381.00
07/15/2008,28,7,2008,Cairo-Memphis,288.00
07/22/2008,29,7,2008,Twin Cities,565.00
07/22/2008,29,7,2008,Mid-Mississippi,491.00
07/22/2008,29,7,2008,Lower Illinois,453.00
07/22/2008,29,7,2008,St. Louis,343.00
07/22/2008,29,7,2008,Cincinnati,366.00
07/22/2008,29,7,2008,Lower Ohio,366.00
07/22/2008,29,7,2008,Cairo-Memphis,298.00
07/29/2008,30,7,2008,Twin Cities,590.00
07/29/2008,30,7,2008,Mid-Mississippi,550.00
07/29/2008,30,7,2008,Lower Illinois,492.00
07/29/2008,30,7,2008,St. Louis,367.00
07/29/2008,30,7,2008,Cincinnati,371.00
07/29/2008,30,7,2008,Lower Ohio,371.00
07/29/2008,30,7,2008,Cairo-Memphis,328.00
08/05/2008,31,8,2008,Twin Cities,548.00
08/05/2008,31,8,2008,Mid-Mississippi,500.00
08/05/2008,31,8,2008,Lower Illinois,485.00
08/05/2008,31,8,2008,St. Louis,400.00
08/05/2008,31,8,2008,Cincinnati,377.00
08/05/2008,31,8,2008,Lower Ohio,377.00
08/05/2008,31,8,2008,Cairo-Memphis,393.00
08/12/2008,32,8,2008,Twin Cities,488.00
08/12/2008,32,8,2008,Mid-Mississippi,473.00
08/12/2008,32,8,2008,Lower Illinois,460.00
08/12/2008,32,8,2008,St. Louis,385.00
08/12/2008,32,8,2008,Cincinnati,380.00
08/12/2008,32,8,2008,Lower Ohio,380.00
08/12/2008,32,8,2008,Cairo-Memphis,375.00
08/19/2008,33,8,2008,Twin Cities,510.00
08/19/2008,33,8,2008,Mid-Mississippi,515.00
08/19/2008,33,8,2008,Lower Illinois,515.00
08/19/2008,33,8,2008,St. Louis,517.00
08/19/2008,33,8,2008,Cincinnati,472.00
08/19/2008,33,8,2008,Lower Ohio,472.00
08/19/2008,33,8,2008,Cairo-Memphis,517.00
08/26/2008,34,8,2008,Twin Cities,548.00
08/26/2008,34,8,2008,Mid-Mississippi,565.00
08/26/2008,34,8,2008,Lower Illinois,566.00
08/26/2008,34,8,2008,St. Louis,550.00
08/26/2008,34,8,2008,Cincinnati,528.00
08/26/2008,34,8,2008,Lower Ohio,528.00
08/26/2008,34,8,2008,Cairo-Memphis,505.00
09/02/2008,35,9,2008,Twin Cities,580.00
09/02/2008,35,9,2008,Mid-Mississippi,600.00
09/02/2008,35,9,2008,Lower Illinois,595.00
09/02/2008,35,9,2008,St. Louis,592.00
09/02/2008,35,9,2008,Cincinnati,572.00
09/02/2008,35,9,2008,Lower Ohio,572.00
09/02/2008,35,9,2008,Cairo-Memphis,585.00
09/09/2008,36,9,2008,Twin Cities,572.00
09/09/2008,36,9,2008,Mid-Mississippi,584.00
09/09/2008,36,9,2008,Lower Illinois,609.00
09/09/2008,36,9,2008,St. Louis,600.00
09/09/2008,36,9,2008,Cincinnati,599.00
09/09/2008,36,9,2008,Lower Ohio,599.00
09/09/2008,36,9,2008,Cairo-Memphis,617.00
09/16/2008,37,9,2008,Twin Cities,577.00
09/16/2008,37,9,2008,Mid-Mississippi,603.00
09/16/2008,37,9,2008,Lower Illinois,612.00
09/16/2008,37,9,2008,St. Louis,587.00
09/16/2008,37,9,2008,Cincinnati,640.00
09/16/2008,37,9,2008,Lower Ohio,640.00
09/16/2008,37,9,2008,Cairo-Memphis,587.00
09/23/2008,38,9,2008,Twin Cities,570.00
09/23/2008,38,9,2008,Mid-Mississippi,591.00
09/23/2008,38,9,2008,Lower Illinois,596.00
09/23/2008,38,9,2008,St. Louis,635.00
09/23/2008,38,9,2008,Cincinnati,742.00
09/23/2008,38,9,2008,Lower Ohio,745.00
09/23/2008,38,9,2008,Cairo-Memphis,654.00
09/30/2008,39,9,2008,Twin Cities,558.00
09/30/2008,39,9,2008,Mid-Mississippi,596.00
09/30/2008,39,9,2008,Lower Illinois,625.00
09/30/2008,39,9,2008,St. Louis,665.00
09/30/2008,39,9,2008,Cincinnati,745.00
09/30/2008,39,9,2008,Lower Ohio,745.00
09/30/2008,39,9,2008,Cairo-Memphis,680.00
10/07/2008,40,10,2008,Twin Cities,650.00
10/07/2008,40,10,2008,Mid-Mississippi,690.33
10/07/2008,40,10,2008,Lower Illinois,750.00
10/07/2008,40,10,2008,St. Louis,825.00
10/07/2008,40,10,2008,Cincinnati,937.50
10/07/2008,40,10,2008,Lower Ohio,937.50
10/07/2008,40,10,2008,Cairo-Memphis,1108.33
10/14/2008,41,10,2008,Twin Cities,610.00
10/14/2008,41,10,2008,Mid-Mississippi,632.00
