folio,site_address,SiteCity,site_zip,sale_date,sale_price,bed,bath,year_built,sq_ft,total_sq_ft,neighborhood,total_stories,qualified,acreage
771925182,5932 CALDERA RIDGE DR,LITHIA,33547,8/25/17,379900,5,2.5,2015,2810,3612,Fishhawk West Area,2,Qualified,0.1
771924828,14303 PARKSIDE RIDGE WAY,LITHIA,33547,3/12/20,425000,4,2.5,2016,2998,3736,Fishhawk West Area,2,Qualified,0.1
881142716,6210 KITERIDGE DR,LITHIA,33547,1/6/16,100,4,2,2002,1562,2014,Fishhawk East Area,1,Unqualified,0.11
881142716,6210 KITERIDGE DR,LITHIA,33547,1/6/16,100,4,2,2002,1562,2014,Fishhawk East Area,1,Unqualified,0.11
808801020,15926 COURTSIDE VIEW DR,LITHIA,33547,2/22/16,100,3,2,2013,1901,2630,Fishhawk West Area,1,Unqualified,0.11
883661026,5867 WRENWATER DR,LITHIA,33547,3/26/16,100,3,2.5,2006,1620,2102,Fishhawk West Area,2,Unqualified,0.11
883533316,6176 SKYLARKCREST DR,LITHIA,33547,8/26/16,100,4,2,2004,1342,1656,Fishhawk West Area,1,Unqualified,0.11
883531692,5603 TANAGERGROVE WAY,LITHIA,33547,12/16/16,100,3,2,2003,1195,1647,Fishhawk West Area,1,Unqualified,0.11
883661108,5818 WRENWATER DR,LITHIA,33547,2/11/17,100,3,2,2005,1176,2076,Fishhawk West Area,1,Unqualified,0.11
768288776,14121 BARRINGTON STOWERS DR,LITHIA,33547,4/14/17,100,4,2.5,2013,2916,3568,Fishhawk West Area,2,Unqualified,0.11
883533314,6178 SKYLARKCREST DR,LITHIA,33547,6/13/17,100,3,2.5,2004,1460,2144,Fishhawk West Area,2,Unqualified,0.11
880783678,5310 SAGECREST DR,LITHIA,33547,7/27/17,100,3,2,2013,1873,2640,Fishhawk West Area,1,Unqualified,0.11
880783652,5326 CROSSCOURT VIEW DR,LITHIA,33547,8/10/17,100,3,2,2014,1933,2630,Fishhawk West Area,1,Unqualified,0.11
883661022,5871 WRENWATER DR,LITHIA,33547,10/23/17,100,4,2,2006,1365,1659,Fishhawk West Area,1,Unqualified,0.11
883530924,5712 TANAGERLAKE RD,LITHIA,33547,10/24/17,100,3,2,2001,1313,1997,Fishhawk West Area,1,Unqualified,0.11
883661102,5824 WRENWATER DR,LITHIA,33547,11/9/17,100,3,2.5,2006,1642,2460,Fishhawk West Area,2,Unqualified,0.11
883531700,5611 TANAGERGROVE WAY,LITHIA,33547,12/1/17,100,4,2,2002,1313,1657,Fishhawk West Area,1,Unqualified,0.11
883661028,5865 WRENWATER DR,LITHIA,33547,12/1/17,100,4,2,2006,1558,2032,Fishhawk West Area,2,Unqualified,0.11
883531654,15512 TANAGERPARK WAY,LITHIA,33547,12/13/17,100,4,2,2002,1514,2079,Fishhawk West Area,2,Unqualified,0.11
883530806,5819 TANAGERSIDE RD,LITHIA,33547,12/13/17,100,4,3,2000,2089,2653,Fishhawk West Area,2,Unqualified,0.11
883530806,5819 TANAGERSIDE RD,LITHIA,33547,12/13/17,100,4,3,2000,2089,2653,Fishhawk West Area,2,Unqualified,0.11
768000424,14312 BARRINGTON STOWERS DR,LITHIA,33547,1/31/18,100,4,3.5,2015,2495,3200,Fishhawk West Area,2,Unqualified,0.11
881142694,6160 KITERIDGE DR,LITHIA,33547,2/8/18,100,3,2,2013,1618,2220,Fishhawk East Area,1,Unqualified,0.11
881142694,6160 KITERIDGE DR,LITHIA,33547,2/8/18,100,3,2,2013,1618,2220,Fishhawk East Area,1,Unqualified,0.11
883295226,5928 EGRET LANDING PL,LITHIA,33547,2/8/18,100,4,3.5,2011,2858,3429,Fishhawk West Area,2,Unqualified,0.11
883296736,5949 BEACONPARK ST,LITHIA,33547,2/8/18,100,4,4.5,2011,3152,4040,Fishhawk West Area,2,Unqualified,0.11
883531656,15514 TANAGERPARK WAY,LITHIA,33547,6/7/18,100,4,2,2001,1358,1782,Fishhawk West Area,1,Unqualified,0.11
883661004,5906 WRENWATER DR,LITHIA,33547,6/26/18,100,3,2,2005,1558,2394,Fishhawk West Area,1,Unqualified,0.11
881142718,6212 KITERIDGE DR,LITHIA,33547,8/3/18,100,3,2,2002,1385,1672,Fishhawk East Area,1,Unqualified,0.11
881142718,6212 KITERIDGE DR,LITHIA,33547,8/3/18,100,3,2,2002,1385,1672,Fishhawk East Area,1,Unqualified,0.11
883531610,5703 TANAGERGROVE WAY,LITHIA,33547,10/4/18,100,4,2,2001,1328,1657,Fishhawk West Area,1,Unqualified,0.11
883530826,5833 TANAGERLAKE RD,LITHIA,33547,10/4/18,100,4,2,2000,1358,1672,Fishhawk West Area,1,Unqualified,0.11
883530826,5833 TANAGERLAKE RD,LITHIA,33547,10/4/18,100,4,2,2000,1358,1672,Fishhawk West Area,1,Unqualified,0.11
881142766,6221 KITERIDGE DR,LITHIA,33547,10/4/18,100,3,2,2002,1408,1776,Fishhawk East Area,2,Unqualified,0.11
881142766,6221 KITERIDGE DR,LITHIA,33547,10/4/18,100,3,2,2002,1408,1776,Fishhawk East Area,2,Unqualified,0.11
883661264,14234 NATURES RESERVE DR,LITHIA,33547,10/17/18,100,5,3,2017,2930,3610,Fishhawk West Area,2,Unqualified,0.11
883530894,5816 TANAGERLAKE RD,LITHIA,33547,11/7/18,100,4,2,2000,1358,1672,Fishhawk West Area,1,Unqualified,0.11
883530894,5816 TANAGERLAKE RD,LITHIA,33547,11/7/18,100,4,2,2000,1358,1672,Fishhawk West Area,1,Unqualified,0.11
883533344,6148 SKYLARKCREST DR,LITHIA,33547,11/7/18,100,3,3,2003,1620,2538,Fishhawk West Area,2,Unqualified,0.11
771924822,14309 PARKSIDE RIDGE WAY,LITHIA,33547,11/30/18,100,4,2.5,2014,2903,3667,Fishhawk West Area,2,Unqualified,0.11
883533366,6126 SKYLARKCREST DR,LITHIA,33547,1/21/19,100,3,2,2003,1498,2182,Fishhawk West Area,1,Unqualified,0.11
883661104,5822 WRENWATER DR,LITHIA,33547,4/25/19,100,4,2,2006,1558,2032,Fishhawk West Area,2,Unqualified,0.11
883533426,6125 SKYLARKCREST DR,LITHIA,33547,8/22/19,100,3,2,2004,1314,1803,Fishhawk West Area,1,Unqualified,0.11
881142788,6119 KITERIDGE DR,LITHIA,33547,8/22/19,100,3,2,2002,1370,1774,Fishhawk East Area,1,Unqualified,0.11
881142788,6119 KITERIDGE DR,LITHIA,33547,8/22/19,100,3,2,2002,1370,1774,Fishhawk East Area,1,Unqualified,0.11
883296872,16014 LONEOAK VIEW DR,LITHIA,33547,8/22/19,100,3,2.5,2008,1799,2555,Fishhawk West Area,2,Unqualified,0.11
883661308,14239 NATURES RESERVE DR,LITHIA,33547,9/25/19,100,4,3.5,2018,2547,3284,Fishhawk West Area,2,Unqualified,0.11
883296858,5911 GRAND LONEOAK LN,LITHIA,33547,9/26/19,100,4,3.5,2008,2569,3504,Fishhawk West Area,2,Unqualified,0.11
768000418,14306 BARRINGTON STOWERS DR,LITHIA,33547,11/22/19,100,4,3.5,2016,2628,3341,Fishhawk West Area,2,Unqualified,0.11
883530234,5841 MEADOWPARK PL,LITHIA,33547,2/10/20,100,3,2,2000,1332,2033,Fishhawk West Area,1,Unqualified,0.11
883530234,5841 MEADOWPARK PL,LITHIA,33547,2/10/20,100,3,2,2000,1332,2033,Fishhawk West Area,1,Unqualified,0.11
883530272,5803 MEADOWPARK PL,LITHIA,33547,2/25/20,100,4,2,1999,1426,1806,Fishhawk West Area,2,Unqualified,0.11
881142688,6154 KITERIDGE DR,LITHIA,33547,6/4/20,100,3,2,2003,1349,1901,Fishhawk East Area,1,Qualified,0.11
881142688,6154 KITERIDGE DR,LITHIA,33547,6/4/20,100,3,2,2003,1349,1901,Fishhawk East Area,1,Qualified,0.11
883531678,5620 TANAGERLAKE RD,LITHIA,33547,6/4/20,100,3,2,2003,1450,1717,Fishhawk West Area,1,Qualified,0.11
880783654,5324 CROSSCOURT VIEW DR,LITHIA,33547,5/31/20,62200,4,2.5,2013,2434,3244,Fishhawk West Area,2,Unqualified,0.11
883661010,5807 WRENWATER DR,LITHIA,33547,4/25/19,100600,4,2.5,2005,1652,2483,Fishhawk West Area,2,Unqualified,0.11
747627318,1140 HARDWOOD DR,VALRICO,33596,6/10/15,107000,3,2,1992,1366,1938,Bloomingdale Area,1,Qualified,0.11
874006200,2519 GOTHAM WAY,VALRICO,33596,6/12/15,132000,3,2,1994,1262,1792,Bloomingdale Area,1,Qualified,0.11
881142712,6206 KITERIDGE DR,LITHIA,33547,3/15/17,132300,3,2,2002,1349,1927,Fishhawk East Area,1,Unqualified,0.11
881142712,6206 KITERIDGE DR,LITHIA,33547,3/15/17,132300,3,2,2002,1349,1927,Fishhawk East Area,1,Unqualified,0.11
874005818,4117 QUAIL BRIAR DR,VALRICO,33596,7/31/15,137000,3,2,1993,1212,1734,Bloomingdale Area,1,Qualified,0.11
883530890,5820 TANAGERLAKE RD,LITHIA,33547,6/22/16,143000,3,2,2001,1043,1298,Fishhawk West Area,1,Qualified,0.11
883530890,5820 TANAGERLAKE RD,LITHIA,33547,6/22/16,143000,3,2,2001,1043,1298,Fishhawk West Area,1,Qualified,0.11
883530816,5809 TANAGERSIDE RD,LITHIA,33547,4/19/16,152000,3,2,2000,1189,1793,Fishhawk West Area,1,Qualified,0.11
883530816,5809 TANAGERSIDE RD,LITHIA,33547,4/19/16,152000,3,2,2000,1189,1793,Fishhawk West Area,1,Qualified,0.11
883530816,5809 TANAGERSIDE RD,LITHIA,33547,4/19/16,152000,3,2,2000,1189,1793,Fishhawk West Area,1,Qualified,0.11
883661048,5845 WRENWATER DR,LITHIA,33547,12/17/15,156000,4,2,2005,1239,1647,Fishhawk West Area,1,Qualified,0.11
883531652,15510 TANAGERPARK WAY,LITHIA,33547,7/15/15,160000,4,2,2003,1323,1645,Fishhawk West Area,1,Qualified,0.11
883533364,6128 SKYLARKCREST DR,LITHIA,33547,7/31/15,160000,3,2,2003,1314,2063,Fishhawk West Area,1,Qualified,0.11
883533340,6152 SKYLARKCREST DR,LITHIA,33547,8/16/16,162000,4,2,2004,1342,1656,Fishhawk West Area,1,Qualified,0.11
883533340,6152 SKYLARKCREST DR,LITHIA,33547,8/16/16,162000,4,2,2004,1342,1656,Fishhawk West Area,1,Qualified,0.11
883531650,15508 TANAGERPARK WAY,LITHIA,33547,2/26/16,162500,3,2,2002,1536,1973,Fishhawk West Area,1,Qualified,0.11
883531650,15508 TANAGERPARK WAY,LITHIA,33547,2/26/16,162500,3,2,2002,1536,1973,Fishhawk West Area,1,Qualified,0.11
874006280,4005 FONTANA PL,VALRICO,33596,11/30/15,164000,3,2,1991,1468,2056,Bloomingdale Area,1,Qualified,0.11
883533324,6168 SKYLARKCREST DR,LITHIA,33547,1/28/16,164000,4,2,2003,1351,1659,Fishhawk West Area,1,Qualified,0.11
883533324,6168 SKYLARKCREST DR,LITHIA,33547,1/28/16,164000,4,2,2003,1351,1659,Fishhawk West Area,1,Qualified,0.11
883531746,5604 TANAGERGROVE WAY,LITHIA,33547,9/28/16,165000,4,2,2002,1313,1657,Fishhawk West Area,1,Qualified,0.11
883531746,5604 TANAGERGROVE WAY,LITHIA,33547,9/28/16,165000,4,2,2002,1313,1657,Fishhawk West Area,1,Qualified,0.11
883530926,5710 TANAGERLAKE RD,LITHIA,33547,12/22/16,165000,3,2,2001,1300,1732,Fishhawk West Area,1,Qualified,0.11
883530926,5710 TANAGERLAKE RD,LITHIA,33547,12/22/16,165000,3,2,2001,1300,2140,Fishhawk West Area,1,Qualified,0.11
883293304,5920 WRENWATER DR,LITHIA,33547,1/11/17,165000,4,2,2005,1342,1656,Fishhawk West Area,1,Qualified,0.11
883293304,5920 WRENWATER DR,LITHIA,33547,1/11/17,165000,4,2,2005,1342,1656,Fishhawk West Area,1,Qualified,0.11
881142688,6154 KITERIDGE DR,LITHIA,33547,7/29/16,169000,3,2,2003,1349,1901,Fishhawk East Area,1,Qualified,0.11
883530248,5827 MEADOWPARK PL,LITHIA,33547,12/6/16,169900,3,2,1999,1254,1737,Fishhawk West Area,1,Qualified,0.11
883530248,5827 MEADOWPARK PL,LITHIA,33547,12/6/16,169900,3,2,1999,1254,1737,Fishhawk West Area,1,Qualified,0.11
883661034,5859 WRENWATER DR,LITHIA,33547,11/19/15,170000,4,2,2006,1558,2240,Fishhawk West Area,2,Qualified,0.11
741248590,6922 SUMMER HARBOR LN,RIVERVIEW,33578,11/20/15,170000,4,2.5,2004,2102,2668,N Riverview Area NE of 301 & Alafia Rvr,2,Qualified,0.11
883531696,5607 TANAGERGROVE WAY,LITHIA,33547,2/12/16,170000,4,2,2001,1472,1828,Fishhawk West Area,2,Qualified,0.11
883531696,5607 TANAGERGROVE WAY,LITHIA,33547,2/12/16,170000,4,2,2001,1472,1828,Fishhawk West Area,2,Qualified,0.11
883531656,15514 TANAGERPARK WAY,LITHIA,33547,1/31/17,170000,4,2,2001,1358,1782,Fishhawk West Area,1,Qualified,0.11
747627090,1127 HARDWOOD DR,VALRICO,33596,9/1/17,170000,3,2,1991,1368,1938,Bloomingdale Area,1,Qualified,0.11
883533366,6126 SKYLARKCREST DR,LITHIA,33547,9/7/16,171000,3,2,2003,1498,2182,Fishhawk West Area,1,Qualified,0.11
883293306,5918 WRENWATER DR,LITHIA,33547,2/11/19,172000,4,2,2005,1462,2008,Fishhawk West Area,2,Unqualified,0.11
881142692, *** CONFIDENTIAL SITE *** ***,*******,99999,6/20/16,172500,3,2,2002,1502,2048,Fishhawk East Area,2,Qualified,0.11
741247812,6817 SUMMER COVE DR,RIVERVIEW,33578,6/5/17,173000,4,2,2001,1298,1945,N Riverview Area NE of 301 & Alafia Rvr,1,Qualified,0.11
883530278,5806 MEADOWPARK PL,LITHIA,33547,9/21/18,173000,3,2,1999,1195,1675,Fishhawk West Area,1,Qualified,0.11
883533396,6179 SKYLARKCREST DR,LITHIA,33547,8/31/16,173900,4,2,2004,1342,1916,Fishhawk West Area,1,Qualified,0.11
883530760,5725 HERONPARK PL,LITHIA,33547,3/31/16,174000,2,2,2001,1544,2142,Fishhawk West Area,1,Qualified,0.11
883533398,6177 SKYLARKCREST DR,LITHIA,33547,5/6/16,174000,3,2,2003,1517,1973,Fishhawk West Area,1,Qualified,0.11
883533398,6177 SKYLARKCREST DR,LITHIA,33547,5/6/16,174000,3,2,2003,1517,1973,Fishhawk West Area,1,Qualified,0.11
883533570,15712 PHOEBEPARK AVE,LITHIA,33547,3/31/16,175000,2,2,2004,1544,2142,Fishhawk West Area,1,Qualified,0.11
883531672,5626 TANAGERLAKE RD,LITHIA,33547,7/31/17,175000,4,2,2002,1323,1885,Fishhawk West Area,1,Qualified,0.11
883531672,5626 TANAGERLAKE RD,LITHIA,33547,7/31/17,175000,4,2,2002,1323,1885,Fishhawk West Area,1,Qualified,0.11
883531708,5619 TANAGERGROVE WAY,LITHIA,33547,6/17/16,177500,4,2,2002,1546,2120,Fishhawk West Area,2,Qualified,0.11
883531708,5619 TANAGERGROVE WAY,LITHIA,33547,6/17/16,177500,4,2,2002,1546,2120,Fishhawk West Area,2,Qualified,0.11
883530236,5839 MEADOWPARK PL,LITHIA,33547,1/27/17,178000,4,2,2000,1542,1812,Fishhawk West Area,2,Qualified,0.11
883530236,5839 MEADOWPARK PL,LITHIA,33547,1/27/17,178000,4,2,2000,1542,1812,Fishhawk West Area,2,Qualified,0.11
883530236,5839 MEADOWPARK PL,LITHIA,33547,1/27/17,178000,4,2,2000,1542,1812,Fishhawk West Area,2,Qualified,0.11
883533374,6118 SKYLARKCREST DR,LITHIA,33547,8/20/15,180000,4,2,2003,1239,2007,Fishhawk West Area,1,Qualified,0.11
883530804,5821 TANAGERSIDE RD,LITHIA,33547,6/8/15,181000,3,2,2000,1470,2145,Fishhawk West Area,1,Qualified,0.11
883530804,5821 TANAGERSIDE RD,LITHIA,33547,6/8/15,181000,3,2,2000,1470,2145,Fishhawk West Area,1,Qualified,0.11
883531668,5630 TANAGERLAKE RD,LITHIA,33547,12/16/16,183000,3,2,2003,1504,2062,Fishhawk West Area,1,Qualified,0.11
883531668,5630 TANAGERLAKE RD,LITHIA,33547,12/16/16,183000,3,2,2003,1504,2062,Fishhawk West Area,1,Qualified,0.11
883533420,6131 SKYLARKCREST DR,LITHIA,33547,12/1/17,183000,3,3,2003,1620,2527,Fishhawk West Area,2,Unqualified,0.11
883661310,14237 NATURES RESERVE DR,LITHIA,33547,8/2/19,183300,4,3.5,2018,2533,3319,Fishhawk West Area,2,Unqualified,0.11
883533362,6130 SKYLARKCREST DR,LITHIA,33547,5/11/20,185000,4,2,2004,1365,2034,Fishhawk West Area,1,Qualified,0.11
874006300,4020 FONTANA PL,VALRICO,33596,3/16/17,186000,3,2,1991,1470,2067,Bloomingdale Area,1,Qualified,0.11
883533410,6165 SKYLARKCREST DR,LITHIA,33547,11/14/17,188500,3,2,2003,1498,2070,Fishhawk West Area,1,Qualified,0.11
883533410,6165 SKYLARKCREST DR,LITHIA,33547,11/14/17,188500,3,2,2003,1498,2070,Fishhawk West Area,1,Qualified,0.11
874005874,4016 LEVONSHIRE PL,VALRICO,33596,12/1/17,189000,3,2,1991,1309,1729,Bloomingdale Area,1,Qualified,0.11
883533396,6179 SKYLARKCREST DR,LITHIA,33547,5/25/17,189900,4,2,2004,1342,1916,Fishhawk West Area,1,Qualified,0.11
883530828,5831 TANAGERLAKE RD,LITHIA,33547,5/26/17,189900,3,2,2000,1254,2217,Fishhawk West Area,1,Qualified,0.11
883530828,5831 TANAGERLAKE RD,LITHIA,33547,5/26/17,189900,3,2,2000,1254,2217,Fishhawk West Area,1,Qualified,0.11
883530828,5831 TANAGERLAKE RD,LITHIA,33547,5/26/17,189900,3,2,2000,1254,2217,Fishhawk West Area,1,Qualified,0.11
741246844,6231 CRICKETHOLLOW DR,RIVERVIEW,33578,10/31/16,190000,4,2,2003,1705,2379,N Riverview Area NE of 301 & Alafia Rvr,1,Qualified,0.11
883661028,5865 WRENWATER DR,LITHIA,33547,1/19/17,190000,4,2,2006,1558,2032,Fishhawk West Area,2,Qualified,0.11
883661100,5826 WRENWATER DR,LITHIA,33547,2/28/19,190000,4,2,2005,1558,2297,Fishhawk West Area,2,Qualified,0.11
883531698,5609 TANAGERGROVE WAY,LITHIA,33547,5/23/17,191000,4,2,2001,1566,2040,Fishhawk West Area,2,Qualified,0.11
883531698,5609 TANAGERGROVE WAY,LITHIA,33547,5/23/17,191000,4,2,2001,1566,2040,Fishhawk West Area,2,Qualified,0.11
883531658,15516 TANAGERPARK WAY,LITHIA,33547,8/22/16,192500,3,2,2001,1476,2070,Fishhawk West Area,1,Qualified,0.11
883531658,15516 TANAGERPARK WAY,LITHIA,33547,8/22/16,192500,3,2,2001,1476,2210,Fishhawk West Area,1,Qualified,0.11
883532880,6005 SANDHILL RIDGE DR,LITHIA,33547,2/29/16,195000,3,2,2003,1828,2326,Fishhawk West Area,1,Qualified,0.11
883532940,6073 SANDHILL RIDGE DR,LITHIA,33547,3/10/16,195000,2,2,2002,1544,2142,Fishhawk West Area,1,Qualified,0.11
747486854,1115 GEORGIA TRACE AVE,VALRICO,33596,9/2/16,195000,3,2,2003,1635,2196,Bloomingdale Area,1,Qualified,0.11
883533708,5814 PHOEBENEST DR,LITHIA,33547,11/8/16,195000,3,2,2005,1828,2326,Fishhawk West Area,1,Qualified,0.11
883533372,6120 SKYLARKCREST DR,LITHIA,33547,1/25/17,195000,4,2,2003,1394,1940,Fishhawk West Area,2,Qualified,0.11
883533372,6120 SKYLARKCREST DR,LITHIA,33547,1/25/17,195000,4,2,2003,1394,1940,Fishhawk West Area,2,Qualified,0.11
883533670,5922 PHOEBENEST DR,LITHIA,33547,7/28/17,195000,3,2,2004,1720,2326,Fishhawk West Area,1,Qualified,0.11
874005614,2617 WRENCREST CIR,VALRICO,33596,2/9/18,195000,3,2,1991,1394,1889,Bloomingdale Area,1,Qualified,0.11
874005642,4004 MORELAND DR,VALRICO,33596,4/16/18,195000,3,2,1993,1494,2102,Bloomingdale Area,1,Qualified,0.11
883533706,5816 PHOEBENEST DR,LITHIA,33547,3/10/17,196100,3,2,2005,1828,2326,Fishhawk West Area,1,Qualified,0.11
768000772,5832 CIRCA FISHHAWK BLVD,LITHIA,33547,12/22/16,197000,2,2.5,2016,1422,2149,Fishhawk West Area,2,Qualified,0.11
874007890,2519 CLARESIDE DR,VALRICO,33596,6/1/17,197000,3,2,1996,1631,2160,Bloomingdale Area,1,Qualified,0.11
883533408,6167 SKYLARKCREST DR,LITHIA,33547,7/20/18,197500,3,2,2003,1314,1809,Fishhawk West Area,1,Qualified,0.11
883532940,6073 SANDHILL RIDGE DR,LITHIA,33547,11/14/17,200000,2,2,2002,1544,2142,Fishhawk West Area,1,Qualified,0.11
883531694,5605 TANAGERGROVE WAY,LITHIA,33547,5/10/19,201000,4,2,2001,1328,1672,Fishhawk West Area,1,Qualified,0.11
747482050,1245 BIG PINE DR,VALRICO,33596,3/2/18,203000,3,2,2000,1437,1961,Bloomingdale Area,1,Qualified,0.11
883533694,5828 PHOEBENEST DR,LITHIA,33547,2/14/18,205000,2,2,2005,1544,2142,Fishhawk West Area,1,Qualified,0.11
883661012,5909 WRENWATER DR,LITHIA,33547,9/13/18,205000,4,2,2005,1582,2056,Fishhawk West Area,2,Unqualified,0.11
883533396,6179 SKYLARKCREST DR,LITHIA,33547,5/28/19,205000,4,2,2004,1342,1916,Fishhawk West Area,1,Qualified,0.11
883533656,5835 PHOEBENEST DR,LITHIA,33547,9/5/17,207000,3,2,2005,1720,2326,Fishhawk West Area,1,Qualified,0.11
874007910,2539 CLARESIDE DR,VALRICO,33596,7/28/16,207500,3,2,1996,1762,2406,Bloomingdale Area,1,Qualified,0.11
883530874,5836 TANAGERLAKE RD,LITHIA,33547,5/9/18,207500,4,2,2000,1358,1672,Fishhawk West Area,1,Qualified,0.11
883530874,5836 TANAGERLAKE RD,LITHIA,33547,5/9/18,207500,4,2,2000,1358,1672,Fishhawk West Area,1,Qualified,0.11
883530874,5836 TANAGERLAKE RD,LITHIA,33547,5/9/18,207500,4,2,2000,1358,1672,Fishhawk West Area,1,Qualified,0.11
883531646,15504 TANAGERPARK WAY,LITHIA,33547,12/18/19,208000,3,2,2002,1378,1811,Fishhawk West Area,1,Qualified,0.11
883530844,5815 TANAGERLAKE RD,LITHIA,33547,9/29/16,209000,3,2.5,2002,1645,2199,Fishhawk West Area,2,Qualified,0.11
883530844,5815 TANAGERLAKE RD,LITHIA,33547,9/29/16,209000,3,2.5,2002,1645,2199,Fishhawk West Area,2,Qualified,0.11
883530268,5807 MEADOWPARK PL,LITHIA,33547,6/27/17,210000,3,3,1999,1709,2193,Fishhawk West Area,2,Qualified,0.11
883530268,5807 MEADOWPARK PL,LITHIA,33547,6/27/17,210000,3,3,1999,1709,2193,Fishhawk West Area,2,Qualified,0.11
883530230,5845 MEADOWPARK PL,LITHIA,33547,4/27/17,212000,4,2,1999,1674,2182,Fishhawk West Area,2,Qualified,0.11
883530230,5845 MEADOWPARK PL,LITHIA,33547,4/27/17,212000,4,2,1999,1674,2182,Fishhawk West Area,2,Qualified,0.11
883530252,5823 MEADOWPARK PL,LITHIA,33547,5/24/18,212000,4,2,2000,1557,1915,Fishhawk West Area,1,Qualified,0.11
883530252,5823 MEADOWPARK PL,LITHIA,33547,5/24/18,212000,4,2,2000,1557,1915,Fishhawk West Area,1,Qualified,0.11
883530252,5823 MEADOWPARK PL,LITHIA,33547,5/24/18,212000,4,2,2000,1557,1915,Fishhawk West Area,1,Qualified,0.11
874008094,2524 SIENA WAY,VALRICO,33596,4/10/17,215000,4,2,1998,1867,2405,Bloomingdale Area,1,Qualified,0.11
747486884,1212 SAVANNAH LANDINGS AVE,VALRICO,33596,5/17/17,215000,3,2,2001,1635,2196,Bloomingdale Area,1,Qualified,0.11
874008080,2538 SIENA WAY,VALRICO,33596,6/28/17,215000,3,2,1999,1822,2358,Bloomingdale Area,1,Qualified,0.11
883531744,5606 TANAGERGROVE WAY,LITHIA,33547,4/8/19,215000,3,2,2002,1319,1978,Fishhawk West Area,1,Qualified,0.11
881142690,6156 KITERIDGE DR,LITHIA,33547,6/26/20,215000,4,2,2002,1482,2348,Fishhawk East Area,2,Qualified,0.11
881142690,6156 KITERIDGE DR,LITHIA,33547,6/26/20,215000,4,2,2002,1482,2348,Fishhawk East Area,2,Qualified,0.11
874008092,2526 SIENA WAY,VALRICO,33596,4/21/17,217000,4,2,1998,1769,2358,Bloomingdale Area,1,Qualified,0.11
747486896,1122 SAVANNAH LANDINGS AVE,VALRICO,33596,2/8/17,218000,3,2,2001,1635,2196,Bloomingdale Area,1,Qualified,0.11
883533598,15746 PHOEBEPARK AVE,LITHIA,33547,11/21/17,220000,3,2,2005,1720,2326,Fishhawk West Area,1,Qualified,0.11
883661054,5839 WRENWATER DR,LITHIA,33547,6/13/17,225000,5,2,2005,1857,2730,Fishhawk West Area,2,Qualified,0.11
883531660,15518 TANAGERPARK WAY,LITHIA,33547,4/4/19,225000,3,2,2002,1536,2222,Fishhawk West Area,1,Qualified,0.11
768000742,5802 CIRCA FISHHAWK BLVD,LITHIA,33547,4/27/17,227000,3,2.5,2016,1777,2307,Fishhawk West Area,2,Qualified,0.11
741246874,6522 SUMMER COVE DR,RIVERVIEW,33578,4/19/18,228000,4,2.5,2003,2133,2772,N Riverview Area NE of 301 & Alafia Rvr,2,Qualified,0.11
774056706,11118 GREAT NECK RD,RIVERVIEW,33578,9/25/15,228500,3,2.5,2015,1996,2629,N Riverview Area NE of 301 & Alafia Rvr,2,Qualified,0.11
883531740,5610 TANAGERGROVE WAY,LITHIA,33547,4/21/20,230000,4,2,2001,1546,2020,Fishhawk West Area,2,Qualified,0.11
883533368,6124 SKYLARKCREST DR,LITHIA,33547,3/30/18,235000,3,2.5,2003,1620,2328,Fishhawk West Area,2,Qualified,0.11
883533368,6124 SKYLARKCREST DR,LITHIA,33547,3/30/18,235000,3,2.5,2003,1620,2328,Fishhawk West Area,2,Qualified,0.11
744056196,11317 GRAND WINTHROP AVE,RIVERVIEW,33578,4/13/18,235000,3,2.5,2011,1536,2371,N Riverview Area NE of 301 & Alafia Rvr,2,Qualified,0.11
883531648,15506 TANAGERPARK WAY,LITHIA,33547,8/16/19,235000,4,3,2002,1817,2369,Fishhawk West Area,2,Qualified,0.11
883661054,5839 WRENWATER DR,LITHIA,33547,10/4/19,235000,5,2,2005,1857,2730,Fishhawk West Area,2,Qualified,0.11
883530270,5805 MEADOWPARK PL,LITHIA,33547,11/2/18,239900,4,2,2000,1442,1988,Fishhawk West Area,2,Qualified,0.11
883530270,5805 MEADOWPARK PL,LITHIA,33547,11/2/18,239900,4,2,2000,1442,1988,Fishhawk West Area,2,Qualified,0.11
744056164,11320 GRAND WINTHROP AVE,RIVERVIEW,33578,7/30/15,240000,3,2,2010,1944,2789,N Riverview Area NE of 301 & Alafia Rvr,1,Qualified,0.11
883533358,6134 SKYLARKCREST DR,LITHIA,33547,10/29/19,240000,4,2,2003,1644,2293,Fishhawk West Area,2,Qualified,0.11
744056790,11109 GREAT NECK RD,RIVERVIEW,33578,4/20/18,248900,,,2017,,,N Riverview Area NE of 301 & Alafia Rvr,,Qualified,0.11
768001044,13605 CIRCA CROSSING DR,LITHIA,33547,12/30/16,249500,2,2,2016,1925,2180,Fishhawk West Area,1,Qualified,0.11
744056686,11225 GRAND PARK AVE,RIVERVIEW,33578,12/30/15,249900,3,2,2015,2000,3004,N Riverview Area NE of 301 & Alafia Rvr,1,Qualified,0.11
874007898,2527 CLARESIDE DR,VALRICO,33596,4/24/18,250000,4,2,1996,1776,2358,Bloomingdale Area,1,Qualified,0.11
